Name;Sweep (T1);;;
Date;2024-11-21;;;
Time;09:40:10;;;
Instrument;FPC1500 - 204586/003;;;
Firmware Version;V1.70;;;
Country of Origin;Czech Republic;;;
Instrument Mode;Spectrum Analyzer;;;
Meas Mode;Spectrum;;;
Uplink;- - -;;;
Downlink;- - -;;;
Channel;- - -;;;
Center Frequency;375025000;Hz;;
Frequency Offset;0;Hz;;
Span;749950000;Hz;;
Ref Level;0;dBm;;
Ref Offset;20;dB;;
Ref Position;1,00;;;
Range;50;dB;;
RF Attenuation;Auto Low Distortion;;;
RF Attenuator;0;dB;;
Pre-Amplifier;Off;;;
RF Input;50 Ω;;;
RBW;3000000;Hz;;
VBW;3000000;Hz;;
SWT;0,02;s;;
Trigger Mode;Free Run;;;
Trigger Level;- - -;;;
Trigger Delay;- - -;;;
Trace Mode;Average;;;
Trace Math;Off;;;
Trace Detector;Sample;;;
Primary Transducer;- - -;;;
Secondary Transducer;- - -;;;
Isotropic Antenna;Off;;;
Generator Mode;TG;;;
TG Frequency Offset;0;Hz;;
TG Level;-20;dBm;;
Normalization S21;Off;;;
Average Count;Sweep 20 of 20;;;
Limit Line 1;- - -;;;
Result Limit Line 1;- - -;;;
Limit Line 2;- - -;;;
Result Limit Line 2;- - -;;;
Marker 1;389617935,7;Hz;;
Marker 1 Value;-5,25;dBm;;

Frequency [Hz];Magnitude [dBm];;;
50000;13,1733112335205;;;
684475,465313029;7,14595317840576;;;
1318950,93062606;1,11859333515167;;;
1953426,39593909;-4,908766746521;;;
2587901,86125212;-10,936128616333;;;
3222377,32656514;-16,9634895324707;;;
3856852,79187817;-22,8765316009521;;;
4491328,2571912;-27,6337394714355;;;
5125803,72250423;-32,3909378051758;;;
5760279,18781726;-37,1481513977051;;;
6394754,65313029;-41,9053497314453;;;
7029230,11844332;-46,6625595092773;;;
7663705,58375635;-50,4855995178223;;;
8298181,04906937;-50,0530204772949;;;
8932656,5143824;-49,6204452514648;;;
9567131,97969543;-49,1878623962402;;;
10201607,4450085;-48,7552871704102;;;
10836082,9103215;-48,3227119445801;;;
11470558,3756345;-47,8731155395508;;;
12105033,8409475;-47,377498626709;;;
12739509,3062606;-46,8818893432617;;;
13373984,7715736;-46,3862686157227;;;
14008460,2368866;-45,8906631469727;;;
14642935,7021997;-45,3950462341309;;;
15277411,1675127;-44,9653205871582;;;
15911886,6328257;-44,6527099609375;;;
16546362,0981387;-44,3400955200195;;;
17180837,5634518;-44,0274620056152;;;
17815313,0287648;-43,7148628234863;;;
18449788,4940778;-43,402229309082;;;
19084263,9593909;-43,1334648132324;;;
19718739,4247039;-42,9182472229004;;;
20353214,8900169;-42,7030448913574;;;
20987690,3553299;-42,4878234863281;;;
21622165,820643;-42,2726211547852;;;
22256641,285956;-42,0574150085449;;;
22891116,751269;-41,8162612915039;;;
23525592,2165821;-41,5529937744141;;;
24160067,6818951;-41,2897148132324;;;
24794543,1472081;-41,0264587402344;;;
25429018,6125211;-40,7631950378418;;;
26063494,0778342;-40,499927520752;;;
26697969,5431472;-40,2995681762695;;;
27332445,0084602;-40,1361503601074;;;
27966920,4737733;-39,9727516174316;;;
28601395,9390863;-39,8093185424805;;;
29235871,4043993;-39,6459045410156;;;
29870346,8697124;-39,4824981689453;;;
30504822,3350254;-39,3331069946289;;;
31139297,8003384;-39,1891632080078;;;
31773773,2656514;-39,0452346801758;;;
32408248,7309645;-38,901309967041;;;
33042724,1962775;-38,7573699951172;;;
33677199,6615905;-38,6134376525879;;;
34311675,1269036;-38,5010528564453;;;
34946150,5922166;-38,3960838317871;;;
35580626,0575296;-38,2911224365234;;;
36215101,5228426;-38,1861457824707;;;
36849576,9881557;-38,081169128418;;;
37484052,4534687;-37,9762153625488;;;
38118527,9187817;-37,8235321044922;;;
38753003,3840948;-37,665584564209;;;
39387478,8494078;-37,5076217651367;;;
40021954,3147208;-37,3496589660645;;;
40656429,7800338;-37,1916923522949;;;
41290905,2453469;-37,0337333679199;;;
41925380,7106599;-36,8965377807617;;;
42559856,1759729;-36,7595405578613;;;
43194331,641286;-36,6225509643555;;;
43828807,106599;-36,4855461120605;;;
44463282,571912;-36,3485641479492;;;
45097758,037225;-36,211051940918;;;
45732233,5025381;-36,0677108764648;;;
46366708,9678511;-35,9243774414063;;;
47001184,4331641;-35,7810440063477;;;
47635659,8984772;-35,6376914978027;;;
48270135,3637902;-35,4943466186523;;;
48904610,8291032;-35,3584098815918;;;
49539086,2944162;-35,258602142334;;;
50173561,7597293;-35,1588172912598;;;
50808037,2250423;-35,0590019226074;;;
51442512,6903553;-34,9592018127441;;;
52076988,1556684;-34,8594017028809;;;
52711463,6209814;-34,7584609985352;;;
53345939,0862944;-34,6542587280273;;;
53980414,5516074;-34,5500450134277;;;
54614890,0169205;-34,4458541870117;;;
55249365,4822335;-34,3416557312012;;;
55883840,9475465;-34,2374649047852;;;
56518316,4128596;-34,1253128051758;;;
57152791,8781726;-33,9984664916992;;;
57787267,3434856;-33,87158203125;;;
58421742,8087986;-33,7447128295898;;;
59056218,2741117;-33,6178436279297;;;
59690693,7394247;-33,4909858703613;;;
60325169,2047377;-33,3542633056641;;;
60959644,6700508;-33,205020904541;;;
61594120,1353638;-33,0557594299316;;;
62228595,6006768;-32,9065132141113;;;
62863071,0659899;-32,7572555541992;;;
63497546,5313029;-32,6080017089844;;;
64132021,9966159;-32,4856986999512;;;
64766497,4619289;-32,3873252868652;;;
65400972,927242;-32,2889518737793;;;
66035448,392555;-32,1905860900879;;;
66669923,857868;-32,0922088623047;;;
67304399,323181;-31,993824005127;;;
67938874,7884941;-31,8980350494385;;;
68573350,2538071;-31,8038330078125;;;
69207825,7191201;-31,709644317627;;;
69842301,1844332;-31,6154289245605;;;
70476776,6497462;-31,5212287902832;;;
71111252,1150592;-31,4270420074463;;;
71745727,5803723;-31,3324527740479;;;
72380203,0456853;-31,237720489502;;;
73014678,5109983;-31,1429958343506;;;
73649153,9763113;-31,0482730865479;;;
74283629,4416244;-30,9535274505615;;;
74918104,9069374;-30,8587913513184;;;
75552580,3722504;-30,7717590332031;;;
76187055,8375635;-30,6866416931152;;;
76821531,3028765;-30,6015319824219;;;
77456006,7681895;-30,5164184570313;;;
78090482,2335025;-30,4313049316406;;;
78724957,6988156;-30,3462028503418;;;
79359433,1641286;-30,2723598480225;;;
79993908,6294416;-30,1999206542969;;;
80628384,0947547;-30,1274757385254;;;
81262859,5600677;-30,0550327301025;;;
81897335,0253807;-29,9825859069824;;;
82531810,4906937;-29,9101448059082;;;
83166285,9560068;-29,8383121490479;;;
83800761,4213198;-29,7665138244629;;;
84435236,8866328;-29,6946983337402;;;
85069712,3519459;-29,6228942871094;;;
85704187,8172589;-29,5510807037354;;;
86338663,2825719;-29,4762516021729;;;
86973138,7478849;-29,3613739013672;;;
87607614,213198;-29,246509552002;;;
88242089,678511;-29,1316432952881;;;
88876565,143824;-29,0167636871338;;;
89511040,6091371;-28,9018955230713;;;
90145516,0744501;-28,7966461181641;;;
90779991,5397631;-28,7419738769531;;;
91414467,0050761;-28,6872825622559;;;
92048942,4703892;-28,6325950622559;;;
92683417,9357022;-28,5779056549072;;;
93317893,4010152;-28,52321434021;;;
93952368,8663283;-28,4649467468262;;;
94586844,3316413;-28,3959445953369;;;
95221319,7969543;-28,326940536499;;;
95855795,2622674;-28,2579307556152;;;
96490270,7275804;-28,1889247894287;;;
97124746,1928934;-28,1199131011963;;;
97759221,6582064;-28,0555629730225;;;
98393697,1235195;-28,0002326965332;;;
99028172,5888325;-27,944896697998;;;
99662648,0541455;-27,8895606994629;;;
100297123,519459;-27,8342342376709;;;
100931598,984772;-27,7789001464844;;;
101566074,450085;-27,723352432251;;;
102200549,915398;-27,6674900054932;;;
102835025,380711;-27,611644744873;;;
103469500,846024;-27,5557823181152;;;
104103976,311337;-27,4999294281006;;;
104738451,77665;-27,4440727233887;;;
105372927,241963;-27,3929996490479;;;
106007402,707276;-27,3463191986084;;;
106641878,172589;-27,2996482849121;;;
107276353,637902;-27,2529754638672;;;
107910829,103215;-27,2063083648682;;;
108545304,568528;-27,159631729126;;;
109179780,033841;-27,1097812652588;;;
109814255,499154;-27,0579013824463;;;
110448730,964467;-27,0060329437256;;;
111083206,42978;-26,9541435241699;;;
111717681,895093;-26,902271270752;;;
112352157,360406;-26,8503971099854;;;
112986632,825719;-26,8041648864746;;;
113621108,291032;-26,7603549957275;;;
114255583,756345;-26,7165584564209;;;
114890059,221658;-26,6727390289307;;;
115524534,686971;-26,6289405822754;;;
116159010,152284;-26,5851249694824;;;
116793485,617597;-26,5332298278809;;;
117427961,08291;-26,4791965484619;;;
118062436,548223;-26,4251556396484;;;
118696912,013536;-26,3711090087891;;;
119331387,478849;-26,3170680999756;;;
119965862,944162;-26,2630252838135;;;
120600338,409475;-26,2310829162598;;;
121234813,874788;-26,2021446228027;;;
121869289,340102;-26,1732025146484;;;
122503764,805415;-26,14426612854;;;
123138240,270728;-26,1153259277344;;;
123772715,736041;-26,0863761901855;;;
124407191,201354;-26,0692939758301;;;
125041666,666667;-26,0525608062744;;;
125676142,13198;-26,0358333587646;;;
126310617,597293;-26,0191078186035;;;
126945093,062606;-26,0023765563965;;;
127579568,527919;-25,9854011535645;;;
128214043,993232;-25,964563369751;;;
128848519,458545;-25,9437198638916;;;
129482994,923858;-25,9228782653809;;;
130117470,389171;-25,9020385742188;;;
130751945,854484;-25,8811988830566;;;
131386421,319797;-25,8600368499756;;;
