V (V)	I (A)
4.670E-4	1.003E-7
8.375E-2	1.071E-7
1.046E-1	1.047E-7
2.988E-1	1.213E-7
1.534E-1	1.081E-7
2.806E-1	1.243E-7
3.132E-1	1.261E-7
3.151E-1	1.353E-7
4.002E-1	1.203E-7
4.496E-1	1.323E-7
4.998E-1	1.381E-7
5.352E-1	1.440E-7
6.472E-1	1.733E-7
7.479E-1	2.061E-7
7.686E-1	1.961E-7
7.914E-1	2.176E-7
8.251E-1	2.568E-7
8.545E-1	2.629E-7
9.465E-1	2.882E-7
9.823E-1	3.046E-7
1.000E+0	3.085E-7
6.171E-1	1.781E-7
5.519E-1	1.853E-7
2.568E-1	1.552E-7
8.131E-1	2.424E-7
9.072E-1	2.716E-7
